date,Debit,credit,amount,balance,mode of transaction,customer name,bank name,transaction details,balance amount
,,29,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,14942.0
,,26,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,14968.0
,,41,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15009.0
,,25,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15034.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15036.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15089.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15142.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15160.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15161.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15162.0
,,37,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15199.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15200.0
,,17,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15217.0
,,45,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15262.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15280.0
,,34,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15314.0
,,9,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15323.0
,,49,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15372.0
,,8,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15380.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15385.0
,,28,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15413.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15415.0
,,9,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15424.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15429.0
,,8,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15437.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15451.0
,,7,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15458.0
,,9,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15467.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15469.0
,,28,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15497.0
,,3,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15500.0
,,15,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15515.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15517.0
,,34,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15551.0
,,19,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15570.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15571.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15589.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15591.0
,,44,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15635.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15647.0
,,29,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15676.0
,,26,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15702.0
,,41,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15743.0
,,25,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15768.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15770.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15823.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15876.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15894.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15895.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15896.0
,,37,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15933.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15934.0
,,17,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15951.0
,,45,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,15996.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16014.0
,,34,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16048.0
,,10,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16058.0
,,11,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16069.0
,,10,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16079.0
,,49,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16128.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16142.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16144.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16156.0
,,11,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16167.0
,,4,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16171.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16185.0
,,11,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16196.0
,,62,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16258.0
,,62,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16320.0
,,7,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16327.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16332.0
,,3,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16335.0
,,9,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16344.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16346.0
,,28,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16374.0
,,3,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16377.0
,,15,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16392.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16394.0
,,17,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16411.0
,,37,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16448.0
,,19,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16467.0
,,34,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16501.0
,,36,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16537.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16539.0
,,44,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16583.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16595.0
,,29,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16624.0
,,26,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16650.0
,,41,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16691.0
,,25,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16716.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16718.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16771.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16824.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16842.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16843.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16844.0
,,37,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16881.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16882.0
,,36,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16918.0
,,45,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16963.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,16981.0
,,34,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17015.0
,,10,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17025.0
,,49,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17074.0
,,47,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17121.0
,,49,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17170.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17182.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17184.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17198.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17203.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17205.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17217.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17222.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17236.0
,,10,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17246.0
,,7,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17253.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17265.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17267.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17279.0
,,11,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17290.0
,,4,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17294.0
,,14,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17308.0
,,11,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17319.0
,,62,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17381.0
,,62,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17443.0
,,7,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17450.0
,,5,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17455.0
,,3,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17458.0
,,9,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17467.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17469.0
,,28,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17497.0
,,3,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17500.0
,,15,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17515.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17517.0
,,33,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17550.0
,,19,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17569.0
,,36,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17605.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17623.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17625.0
,,44,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17669.0
,,12,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17681.0
,,29,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17710.0
,,26,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17736.0
,,41,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17777.0
,,25,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17802.0
,,2,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17804.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17857.0
,,53,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17910.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17928.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17929.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17930.0
,,37,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17967.0
,,1,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,17968.0
,,36,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,18004.0
,,45,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,18049.0
,,18,,,Unknown,,cid:12)(cid:29)(cid:26)(cid:41)(cid:25)(cid:2)(cid:53)(cid:53)(cid:37)(cid:16)(cid:34)(cid:33,,18067.0
